customer_id,customer_name,centre_id,centre_name,booking_date,arrival_time,hour_of_day,day_of_week,peak_hour,token_number,tokens_ahead,queue_length,active_counters,crop,quantity_kg,quality_grade,staff_experience_years,estimated_time_min,actual_wait_time_min,processing_time_min,service_start_time,service_end_time,total_time_at_centre_min
FARM100454,Farmer_0454,PC002,Mandya North,2026-04-29,12:51:00,12,2,1,31,30,36,1,Cotton,223.8,B,2,189.1,180.0,14.8,15:51:00,16:05:48,194.8
FARM100731,Farmer_0731,PC002,Mandya North,2026-01-14,10:47:00,10,2,1,50,45,49,3,Cotton,300.5,A,3,181.9,180.0,13.8,13:47:00,14:00:48,193.8
FARM100535,Farmer_0535,PC005,Bengaluru Rural,2026-02-21,08:02:00,8,5,0,45,44,50,5,Ragi,339.8,C,7,111.8,104.7,13.9,09:46:42,10:00:36,118.6
FARM100966,Farmer_0966,PC001,Mysuru Central,2026-01-17,14:25:00,14,5,0,41,36,41,3,Rice,472.0,C,9,195.1,180.0,15.6,17:25:00,17:40:36,195.6
FARM101285,Farmer_1285,PC004,Tumakuru Main,2026-01-01,12:32:00,12,3,1,16,11,16,3,Sugarcane,200.2,B,5,61.8,67.2,16.4,13:39:12,13:55:36,83.6
FARM101740,Farmer_1740,PC001,Mysuru Central,2026-04-11,13:45:00,13,5,1,26,22,26,4,Maize,269.1,C,6,62.6,68.8,11.6,14:53:48,15:05:24,80.4
FARM100262,Farmer_0262,PC005,Bengaluru Rural,2026-03-11,10:26:00,10,2,1,15,10,17,5,Ragi,40.0,B,5,17.1,16.8,7.0,10:42:48,10:49:48,23.8
FARM100536,Farmer_0536,PC004,Tumakuru Main,2026-01-26,09:52:00,9,0,0,9,8,12,3,Ragi,371.4,A,5,37.2,37.2,10.5,10:29:12,10:39:42,47.7
FARM100969,Farmer_0969,PC005,Bengaluru Rural,2026-01-22,11:07:00,11,3,1,24,19,22,4,Rice,273.2,B,8,50.2,53.9,10.7,12:00:54,12:11:36,64.6
FARM100241,Farmer_0241,PC002,Mandya North,2026-04-01,13:21:00,13,2,1,31,30,33,2,Cotton,292.6,B,6,186.9,180.0,15.7,16:21:00,16:36:42,195.7
FARM100820,Farmer_0820,PC004,Tumakuru Main,2026-04-29,14:56:00,14,2,0,45,44,51,3,Maize,56.8,A,7,112.5,104.1,6.8,16:40:06,16:46:54,110.9
FARM100693,Farmer_0693,PC001,Mysuru Central,2026-03-26,11:32:00,11,3,1,15,10,15,4,Ragi,40.0,C,4,28.3,26.9,8.3,11:58:54,12:07:12,35.2
FARM100421,Farmer_0421,PC005,Bengaluru Rural,2026-04-04,15:39:00,15,5,0,44,41,43,4,Cotton,87.7,A,3,114.1,113.7,11.9,17:32:42,17:44:36,125.6
FARM101086,Farmer_1086,PC001,Mysuru Central,2026-03-25,13:28:00,13,2,1,15,11,14,3,Maize,427.4,C,8,69.0,62.8,16.5,14:30:48,14:47:18,79.3
FARM101999,Farmer_1999,PC003,Hassan Market,2026-03-24,13:31:00,13,1,1,15,14,20,4,Rice,543.1,C,3,64.0,60.1,16.0,14:31:06,14:47:06,76.1
FARM100366,Farmer_0366,PC001,Mysuru Central,2026-01-31,14:28:00,14,5,0,13,8,12,3,Rice,391.1,B,2,32.5,34.2,12.8,15:02:12,15:15:00,47.0
FARM101023,Farmer_1023,PC005,Bengaluru Rural,2026-01-30,13:05:00,13,4,1,5,2,3,4,Tur Dal,420.4,A,1,13.4,14.8,13.5,13:19:48,13:33:18,28.3
FARM101241,Farmer_1241,PC002,Mandya North,2026-02-24,13:09:00,13,1,1,44,42,47,1,Wheat,371.5,C,5,185.0,180.0,11.9,16:09:00,16:20:54,191.9
FARM100589,Farmer_0589,PC002,Mandya North,2026-04-03,14:31:00,14,4,0,5,4,7,3,Sugarcane,340.8,B,8,23.3,22.7,15.7,14:53:42,15:09:24,38.4
FARM100737,Farmer_0737,PC002,Mandya North,2026-01-20,16:33:00,16,1,0,6,1,3,1,Ragi,501.7,B,8,18.5,17.6,14.4,16:50:36,17:05:00,32.0
FARM101762,Farmer_1762,PC004,Tumakuru Main,2026-03-14,16:40:00,16,5,0,4,0,5,3,Tur Dal,482.3,A,7,3.9,3.7,13.3,16:43:42,16:57:00,17.0
FARM100942,Farmer_0942,PC002,Mandya North,2026-03-28,10:01:00,10,5,1,16,11,12,2,Groundnut,434.8,A,7,94.2,101.0,15.7,11:42:00,11:57:42,116.7
FARM100072,Farmer_0072,PC002,Mandya North,2026-04-28,15:11:00,15,1,0,4,0,5,1,Cotton,396.5,C,9,1.0,1.0,16.2,15:12:00,15:28:12,17.2
FARM101408,Farmer_1408,PC003,Hassan Market,2026-03-29,10:38:00,10,6,1,16,12,14,5,Sugarcane,202.8,C,5,45.4,43.6,16.4,11:21:36,11:38:00,60.0
FARM100260,Farmer_0260,PC003,Hassan Market,2026-01-06,12:49:00,12,1,1,31,30,31,3,Wheat,375.7,C,1,143.9,136.4,14.8,15:05:24,15:20:12,151.2
FARM100052,Farmer_0052,PC001,Mysuru Central,2026-03-24,12:25:00,12,1,1,19,14,18,2,Cotton,272.5,B,3,108.3,102.9,13.3,14:07:54,14:21:12,116.2
FARM100199,Farmer_0199,PC002,Mandya North,2026-02-05,09:58:00,9,3,0,9,7,14,2,Cotton,383.7,B,7,58.7,53.9,14.3,10:51:54,11:06:12,68.2
FARM101789,Farmer_1789,PC002,Mandya North,2026-04-24,11:39:00,11,4,1,29,25,32,3,Cotton,161.8,B,6,103.5,114.7,12.4,13:33:42,13:46:06,127.1
FARM100651,Farmer_0651,PC001,Mysuru Central,2026-02-25,16:10:00,16,2,0,17,13,15,2,Rice,353.4,A,7,69.1,76.0,11.1,17:26:00,17:37:06,87.1
FARM100333,Farmer_0333,PC004,Tumakuru Main,2026-04-06,11:16:00,11,0,1,20,16,17,3,Groundnut,225.4,B,1,76.0,77.2,13.1,12:33:12,12:46:18,90.3
FARM101360,Farmer_1360,PC005,Bengaluru Rural,2026-01-06,12:38:00,12,1,1,27,25,29,6,Cotton,265.3,C,7,53.8,55.4,13.8,13:33:24,13:47:12,69.2
FARM100594,Farmer_0594,PC001,Mysuru Central,2026-02-25,12:18:00,12,2,1,17,16,19,3,Cotton,228.8,B,7,75.6,80.0,14.6,13:38:00,13:52:36,94.6
FARM101392,Farmer_1392,PC002,Mandya North,2026-01-16,14:35:00,14,4,0,40,39,41,2,Tur Dal,381.9,A,6,197.9,180.0,13.2,17:35:00,17:48:12,193.2
FARM101801,Farmer_1801,PC001,Mysuru Central,2026-01-19,16:17:00,16,0,0,23,19,25,3,Tur Dal,333.7,C,6,72.6,79.5,13.0,17:36:30,17:49:30,92.5
FARM101315,Farmer_1315,PC003,Hassan Market,2026-01-01,13:30:00,13,3,1,29,26,29,3,Ragi,357.5,B,10,100.3,97.3,11.6,15:07:18,15:18:54,108.9
FARM101112,Farmer_1112,PC003,Hassan Market,2026-04-18,15:49:00,15,5,0,14,11,18,3,Wheat,121.5,B,9,26.6,28.8,8.0,16:17:48,16:25:48,36.8
FARM101007,Farmer_1007,PC001,Mysuru Central,2026-03-12,09:10:00,9,3,0,21,16,22,3,Ragi,185.8,B,5,60.2,59.0,11.6,10:09:00,10:20:36,70.6
FARM101327,Farmer_1327,PC003,Hassan Market,2026-02-06,16:40:00,16,4,0,39,35,40,4,Tur Dal,482.5,C,10,116.0,120.9,14.8,18:40:54,18:55:42,135.7
FARM100427,Farmer_0427,PC004,Tumakuru Main,2026-04-05,10:15:00,10,6,1,26,22,24,3,Sugarcane,40.0,A,9,100.7,91.8,11.7,11:46:48,11:58:30,103.5
FARM101559,Farmer_1559,PC003,Hassan Market,2026-04-18,12:07:00,12,5,1,24,22,24,3,Tur Dal,391.7,B,9,75.2,76.1,10.6,13:23:06,13:33:42,86.7
FARM101294,Farmer_1294,PC005,Bengaluru Rural,2026-03-01,14:35:00,14,6,0,21,19,20,6,Groundnut,120.2,B,8,25.2,24.1,9.3,14:59:06,15:08:24,33.4
FARM100591,Farmer_0591,PC004,Tumakuru Main,2026-03-16,08:44:00,8,0,0,39,34,37,3,Cotton,269.3,B,8,169.4,157.0,13.2,11:21:00,11:34:12,170.2
FARM101958,Farmer_1958,PC004,Tumakuru Main,2026-02-22,15:59:00,15,6,0,23,20,23,3,Rice,40.0,C,6,62.0,66.7,10.0,17:05:42,17:15:42,76.7
FARM101977,Farmer_1977,PC001,Mysuru Central,2026-02-25,16:57:00,16,2,0,47,44,48,3,Rice,164.4,A,8,125.2,135.9,9.5,19:12:54,19:22:24,145.4
FARM101133,Farmer_1133,PC001,Mysuru Central,2026-03-28,09:21:00,9,5,0,28,23,30,3,Ragi,427.4,C,4,100.4,109.0,14.4,11:10:00,11:24:24,123.4
FARM100986,Farmer_0986,PC001,Mysuru Central,2026-04-25,15:59:00,15,5,0,27,26,28,3,Wheat,327.2,C,7,89.7,96.3,10.9,17:35:18,17:46:12,107.2
FARM100399,Farmer_0399,PC002,Mandya North,2026-03-20,11:41:00,11,4,1,35,34,40,2,Tur Dal,136.2,C,8,173.6,180.0,10.2,14:41:00,14:51:12,190.2
FARM101512,Farmer_1512,PC004,Tumakuru Main,2026-01-08,10:50:00,10,3,1,22,20,26,3,Tur Dal,121.9,C,6,82.4,89.7,12.6,12:19:42,12:32:18,102.3
FARM100437,Farmer_0437,PC005,Bengaluru Rural,2026-04-10,16:09:00,16,4,0,32,29,34,6,Groundnut,355.2,A,5,66.5,65.2,15.8,17:14:12,17:30:00,81.0
FARM100193,Farmer_0193,PC002,Mandya North,2026-02-12,14:27:00,14,3,0,35,33,34,2,Maize,316.9,A,9,185.6,180.0,11.9,17:27:00,17:38:54,191.9
FARM101436,Farmer_1436,PC001,Mysuru Central,2026-04-30,11:16:00,11,3,1,40,37,42,3,Sugarcane,273.0,A,7,162.2,180.0,14.4,14:16:00,14:30:24,194.4
FARM100615,Farmer_0615,PC005,Bengaluru Rural,2026-03-18,16:34:00,16,2,0,10,7,12,5,Ragi,300.9,A,6,12.0,11.6,9.9,16:45:36,16:55:30,21.5
FARM101494,Farmer_1494,PC003,Hassan Market,2026-01-25,11:07:00,11,6,1,26,24,27,5,Sugarcane,220.6,B,10,59.7,62.5,13.3,12:09:30,12:22:48,75.8
FARM100577,Farmer_0577,PC005,Bengaluru Rural,2026-02-27,08:11:00,8,4,0,43,40,47,6,Rice,363.4,B,7,69.0,76.1,13.3,09:27:06,09:40:24,89.4
FARM100987,Farmer_0987,PC001,Mysuru Central,2026-01-10,08:49:00,8,5,0,11,8,12,3,Rice,103.5,C,7,25.7,27.8,8.3,09:16:48,09:25:06,36.1
FARM101433,Farmer_1433,PC002,Mandya North,2026-01-05,10:46:00,10,0,1,16,11,17,3,Maize,346.9,A,5,59.3,55.1,11.8,11:41:06,11:52:54,66.9
FARM100707,Farmer_0707,PC004,Tumakuru Main,2026-03-24,12:58:00,12,1,1,45,41,46,3,Wheat,470.3,B,8,182.6,180.0,13.1,15:58:00,16:11:06,193.1
FARM101259,Farmer_1259,PC001,Mysuru Central,2026-03-21,09:08:00,9,5,0,5,3,6,3,Tur Dal,104.1,C,6,15.5,16.9,7.7,09:24:54,09:32:36,24.6
FARM100142,Farmer_0142,PC004,Tumakuru Main,2026-01-17,16:09:00,16,5,0,19,18,20,3,Ragi,306.2,A,3,60.6,64.7,9.6,17:13:42,17:23:18,74.3
FARM101358,Farmer_1358,PC004,Tumakuru Main,2026-01-19,08:06:00,8,0,0,40,38,40,2,Ragi,160.6,A,9,150.4,155.9,7.8,10:41:54,10:49:42,163.7
FARM100003,Farmer_0003,PC003,Hassan Market,2026-04-18,14:46:00,14,5,0,35,34,41,3,Maize,320.2,B,6,139.1,140.0,13.2,17:06:00,17:19:12,153.2
FARM101222,Farmer_1222,PC003,Hassan Market,2026-03-19,12:27:00,12,3,1,30,27,31,4,Tur Dal,279.2,C,8,85.9,80.5,12.8,13:47:30,14:00:18,93.3
FARM101870,Farmer_1870,PC003,Hassan Market,2026-03-10,08:49:00,8,1,0,26,21,22,4,Groundnut,245.8,C,5,66.3,66.8,13.6,09:55:48,10:09:24,80.4
FARM101623,Farmer_1623,PC004,Tumakuru Main,2026-01-07,15:17:00,15,2,0,38,33,36,2,Ragi,274.6,C,1,172.0,180.0,14.3,18:17:00,18:31:18,194.3
FARM100340,Farmer_0340,PC004,Tumakuru Main,2026-02-28,09:51:00,9,5,0,40,39,46,2,Maize,260.4,A,3,181.1,180.0,13.6,12:51:00,13:04:36,193.6
FARM101770,Farmer_1770,PC003,Hassan Market,2026-02-18,09:19:00,9,2,0,29,26,28,4,Maize,378.0,C,3,95.3,87.1,14.2,10:46:06,11:00:18,101.3
FARM101537,Farmer_1537,PC003,Hassan Market,2026-01-06,12:17:00,12,1,1,32,27,32,3,Groundnut,247.7,C,3,106.8,108.4,12.6,14:05:24,14:18:00,121.0
FARM100484,Farmer_0484,PC003,Hassan Market,2026-02-19,11:36:00,11,3,1,39,36,40,4,Cotton,262.3,C,6,134.1,133.3,14.9,13:49:18,14:04:12,148.2
FARM100266,Farmer_0266,PC002,Mandya North,2026-04-20,11:39:00,11,0,1,9,8,15,1,Sugarcane,370.1,A,1,163.8,169.3,19.0,14:28:18,14:47:18,188.3
FARM100377,Farmer_0377,PC003,Hassan Market,2026-04-10,13:10:00,13,4,1,50,45,50,3,Sugarcane,232.3,B,5,170.7,180.0,13.1,16:10:00,16:23:06,193.1
FARM100742,Farmer_0742,PC003,Hassan Market,2026-01-25,12:40:00,12,6,1,4,1,7,4,Maize,432.2,A,2,7.5,7.7,15.1,12:47:42,13:02:48,22.8
FARM101014,Farmer_1014,PC002,Mandya North,2026-04-01,08:40:00,8,2,0,22,20,26,3,Sugarcane,178.9,A,2,121.9,112.7,16.4,10:32:42,10:49:06,129.1
FARM100440,Farmer_0440,PC001,Mysuru Central,2026-02-22,11:21:00,11,6,1,3,2,8,4,Tur Dal,208.5,B,8,13.4,13.8,10.3,11:34:48,11:45:06,24.1
FARM100272,Farmer_0272,PC001,Mysuru Central,2026-03-02,14:34:00,14,0,0,40,38,44,3,Rice,248.1,A,4,139.5,135.7,10.6,16:49:42,17:00:18,146.3
FARM100185,Farmer_0185,PC002,Mandya North,2026-01-11,13:01:00,13,6,1,15,10,11,2,Maize,392.5,C,4,93.1,87.1,14.9,14:28:06,14:43:00,102.0
FARM100940,Farmer_0940,PC002,Mandya North,2026-01-12,08:12:00,8,0,0,32,31,33,2,Tur Dal,450.2,C,2,179.9,180.0,15.2,11:12:00,11:27:12,195.2
FARM100245,Farmer_0245,PC004,Tumakuru Main,2026-02-04,14:40:00,14,2,0,32,28,29,2,Tur Dal,102.1,C,10,164.9,166.5,11.7,17:26:30,17:38:12,178.2
FARM100932,Farmer_0932,PC002,Mandya North,2026-04-15,13:43:00,13,2,1,9,6,8,1,Maize,291.0,A,5,79.9,84.1,13.2,15:07:06,15:20:18,97.3
FARM100446,Farmer_0446,PC002,Mandya North,2026-01-18,08:58:00,8,6,0,26,21,28,2,Wheat,417.7,B,1,171.5,157.6,14.1,11:35:36,11:49:42,171.7
FARM100597,Farmer_0597,PC005,Bengaluru Rural,2026-03-14,12:56:00,12,5,1,20,18,24,5,Groundnut,243.6,B,9,52.4,53.8,12.9,13:49:48,14:02:42,66.7
FARM100818,Farmer_0818,PC003,Hassan Market,2026-03-13,09:02:00,9,4,0,10,8,10,4,Cotton,365.5,B,9,27.7,29.5,13.9,09:31:30,09:45:24,43.4
FARM101273,Farmer_1273,PC003,Hassan Market,2026-01-14,15:56:00,15,2,0,3,2,8,4,Maize,76.6,C,10,1.0,1.0,8.5,15:57:00,16:05:30,9.5
FARM101677,Farmer_1677,PC004,Tumakuru Main,2026-04-14,13:48:00,13,1,1,18,16,18,2,Rice,289.9,B,5,107.4,100.1,12.0,15:28:06,15:40:06,112.1
FARM100487,Farmer_0487,PC005,Bengaluru Rural,2026-01-02,15:36:00,15,4,0,17,15,22,5,Cotton,213.9,C,7,34.8,33.7,15.3,16:09:42,16:25:00,49.0
FARM100681,Farmer_0681,PC005,Bengaluru Rural,2026-01-23,15:35:00,15,4,0,33,31,32,5,Groundnut,338.5,A,10,58.8,53.7,9.7,16:28:42,16:38:24,63.4
FARM100416,Farmer_0416,PC005,Bengaluru Rural,2026-01-10,11:43:00,11,5,1,28,27,28,5,Ragi,312.2,A,6,53.6,56.6,9.6,12:39:36,12:49:12,66.2
FARM100274,Farmer_0274,PC001,Mysuru Central,2026-04-04,16:27:00,16,5,0,15,14,16,3,Tur Dal,180.4,C,2,65.7,71.8,14.2,17:38:48,17:53:00,86.0
FARM101472,Farmer_1472,PC005,Bengaluru Rural,2026-02-26,08:55:00,8,3,0,28,25,29,5,Cotton,120.9,B,8,41.7,39.4,10.3,09:34:24,09:44:42,49.7
FARM101830,Farmer_1830,PC004,Tumakuru Main,2026-01-23,12:19:00,12,4,1,18,15,19,3,Groundnut,129.9,A,5,56.3,59.5,10.5,13:18:30,13:29:00,70.0
FARM101455,Farmer_1455,PC002,Mandya North,2026-04-09,13:51:00,13,3,1,25,23,27,2,Tur Dal,325.3,B,7,187.1,176.0,14.0,16:47:00,17:01:00,190.0
FARM100251,Farmer_0251,PC005,Bengaluru Rural,2026-04-28,13:37:00,13,1,1,34,29,33,5,Cotton,179.3,C,4,80.1,86.1,15.8,15:03:06,15:18:54,101.9
FARM100414,Farmer_0414,PC005,Bengaluru Rural,2026-01-27,13:23:00,13,1,1,48,44,46,6,Groundnut,193.4,C,8,96.6,88.5,12.7,14:51:30,15:04:12,101.2
FARM101386,Farmer_1386,PC002,Mandya North,2026-03-30,12:01:00,12,0,1,5,3,6,1,Tur Dal,129.4,C,2,50.1,46.4,11.7,12:47:24,12:59:06,58.1
FARM101308,Farmer_1308,PC004,Tumakuru Main,2026-03-01,15:43:00,15,6,0,25,23,27,3,Cotton,218.7,C,1,119.4,122.8,14.9,17:45:48,18:00:42,137.7
FARM100716,Farmer_0716,PC005,Bengaluru Rural,2026-04-18,10:39:00,10,5,1,18,17,21,6,Ragi,552.8,C,10,36.8,40.0,13.4,11:19:00,11:32:24,53.4
FARM100311,Farmer_0311,PC005,Bengaluru Rural,2026-04-07,16:23:00,16,1,0,10,5,9,5,Sugarcane,329.2,C,5,13.6,12.7,16.6,16:35:42,16:52:18,29.3
FARM100927,Farmer_0927,PC004,Tumakuru Main,2026-02-05,09:30:00,9,3,0,30,29,34,3,Rice,337.3,A,1,126.2,120.9,12.3,11:30:54,11:43:12,133.2
FARM100382,Farmer_0382,PC005,Bengaluru Rural,2026-02-14,15:45:00,15,5,0,12,7,8,5,Maize,317.0,C,8,19.1,21.2,13.8,16:06:12,16:20:00,35.0
FARM101566,Farmer_1566,PC003,Hassan Market,2026-01-27,10:47:00,10,1,1,47,45,48,3,Cotton,187.0,A,1,197.6,180.0,14.1,13:47:00,14:01:06,194.1
FARM100426,Farmer_0426,PC003,Hassan Market,2026-03-20,09:43:00,9,4,0,15,12,18,4,Tur Dal,387.1,A,4,29.7,28.9,11.1,10:11:54,10:23:00,40.0
FARM101875,Farmer_1875,PC005,Bengaluru Rural,2026-01-23,12:14:00,12,4,1,9,4,11,5,Sugarcane,234.3,C,6,14.1,14.2,16.2,12:28:12,12:44:24,30.4
FARM100533,Farmer_0533,PC003,Hassan Market,2026-02-24,12:02:00,12,1,1,15,12,17,3,Maize,172.3,C,1,44.5,44.9,10.8,12:46:54,12:57:42,55.7
FARM100753,Farmer_0753,PC002,Mandya North,2026-03-07,12:12:00,12,5,1,33,32,36,2,Maize,368.6,B,6,190.3,180.0,13.4,15:12:00,15:25:24,193.4
FARM100766,Farmer_0766,PC005,Bengaluru Rural,2026-01-24,09:15:00,9,5,0,9,6,8,5,Cotton,229.8,B,2,11.9,12.2,14.1,09:27:12,09:41:18,26.3
FARM101357,Farmer_1357,PC004,Tumakuru Main,2026-03-17,16:06:00,16,1,0,18,17,24,3,Rice,147.6,C,3,69.7,72.6,12.9,17:18:36,17:31:30,85.5
FARM100409,Farmer_0409,PC004,Tumakuru Main,2026-02-10,14:48:00,14,1,0,13,11,14,3,Rice,233.5,B,2,38.8,37.4,10.5,15:25:24,15:35:54,47.9
FARM101615,Farmer_1615,PC004,Tumakuru Main,2026-02-09,09:40:00,9,0,0,35,33,35,3,Cotton,332.7,B,8,174.1,159.9,13.9,12:19:54,12:33:48,173.8
FARM100695,Farmer_0695,PC002,Mandya North,2026-04-26,15:35:00,15,6,0,2,0,7,2,Sugarcane,310.1,B,9,1.1,1.0,15.9,15:36:00,15:51:54,16.9
FARM101739,Farmer_1739,PC001,Mysuru Central,2026-01-29,09:34:00,9,3,0,22,18,20,2,Cotton,447.4,A,9,143.3,157.3,16.6,12:11:18,12:27:54,173.9
FARM100549,Farmer_0549,PC001,Mysuru Central,2026-04-16,11:27:00,11,3,1,22,18,24,3,Tur Dal,374.0,B,5,88.7,88.7,13.1,12:55:42,13:08:48,101.8
FARM100937,Farmer_0937,PC001,Mysuru Central,2026-02-07,09:41:00,9,5,0,32,28,29,3,Rice,424.8,A,2,118.4,111.6,11.6,11:32:36,11:44:12,123.2
FARM101390,Farmer_1390,PC004,Tumakuru Main,2026-02-07,14:56:00,14,5,0,29,24,25,3,Maize,289.9,A,7,111.2,102.0,11.8,16:38:00,16:49:48,113.8
FARM101608,Farmer_1608,PC005,Bengaluru Rural,2026-02-04,14:30:00,14,2,0,19,18,20,5,Tur Dal,380.2,C,4,50.3,47.3,14.7,15:17:18,15:32:00,62.0
FARM101940,Farmer_1940,PC001,Mysuru Central,2026-04-27,09:14:00,9,0,0,41,39,46,2,Rice,279.2,A,1,151.6,163.2,8.2,11:57:12,12:05:24,171.4
FARM101482,Farmer_1482,PC005,Bengaluru Rural,2026-01-06,11:17:00,11,1,1,12,10,14,5,Rice,431.7,B,1,30.9,28.5,13.7,11:45:30,11:59:12,42.2
FARM100183,Farmer_0183,PC001,Mysuru Central,2026-03-27,11:42:00,11,4,1,34,31,32,4,Ragi,310.0,B,2,89.2,93.6,11.7,13:15:36,13:27:18,105.3
FARM101941,Farmer_1941,PC001,Mysuru Central,2026-04-06,08:48:00,8,0,0,47,45,51,2,Groundnut,271.1,A,2,179.1,180.0,13.5,11:48:00,12:01:30,193.5
FARM101161,Farmer_1161,PC001,Mysuru Central,2026-02-27,09:10:00,9,4,0,19,17,24,4,Ragi,340.9,C,10,52.5,54.4,13.7,10:04:24,10:18:06,68.1
FARM100171,Farmer_0171,PC001,Mysuru Central,2026-04-12,12:28:00,12,6,1,37,33,38,3,Cotton,215.9,A,2,167.7,160.2,14.4,15:08:12,15:22:36,174.6
FARM100293,Farmer_0293,PC004,Tumakuru Main,2026-01-02,13:54:00,13,4,1,29,24,31,3,Maize,387.4,C,2,148.9,136.7,16.0,16:10:42,16:26:42,152.7
FARM100562,Farmer_0562,PC005,Bengaluru Rural,2026-02-08,15:05:00,15,6,0,3,0,7,5,Ragi,83.8,A,4,4.0,3.8,5.7,15:08:48,15:14:30,9.5
FARM101457,Farmer_1457,PC001,Mysuru Central,2026-01-30,15:45:00,15,4,0,28,23,26,2,Groundnut,217.6,C,7,132.8,130.9,11.8,17:55:54,18:07:42,142.7
FARM101877,Farmer_1877,PC002,Mandya North,2026-04-25,16:40:00,16,5,0,50,45,50,2,Tur Dal,345.7,B,10,163.6,180.0,14.1,19:40:00,19:54:06,194.1
FARM101652,Farmer_1652,PC004,Tumakuru Main,2026-04-11,10:38:00,10,5,1,12,9,14,3,Tur Dal,252.0,C,2,40.7,41.4,12.1,11:19:24,11:31:30,53.5
FARM100850,Farmer_0850,PC003,Hassan Market,2026-01-22,11:28:00,11,3,1,5,2,3,5,Tur Dal,291.9,A,8,14.4,15.4,12.1,11:43:24,11:55:30,27.5
FARM100273,Farmer_0273,PC001,Mysuru Central,2026-03-30,08:42:00,8,0,0,9,6,7,4,Maize,279.0,A,2,11.6,12.7,10.2,08:54:42,09:04:54,22.9
FARM101550,Farmer_1550,PC004,Tumakuru Main,2026-01-28,09:09:00,9,2,0,3,0,7,3,Wheat,222.2,A,9,1.1,1.0,10.1,09:10:00,09:20:06,11.1
FARM101035,Farmer_1035,PC005,Bengaluru Rural,2026-03-04,09:19:00,9,2,0,39,37,43,5,Sugarcane,351.0,A,1,139.6,129.6,19.6,11:28:36,11:48:12,149.2
FARM101744,Farmer_1744,PC001,Mysuru Central,2026-04-21,08:51:00,8,1,0,24,22,27,4,Sugarcane,467.0,A,4,100.6,102.6,18.3,10:33:36,10:51:54,120.9
FARM100372,Farmer_0372,PC005,Bengaluru Rural,2026-01-24,08:15:00,8,5,0,5,3,8,4,Rice,420.5,B,9,11.5,11.6,12.6,08:26:36,08:39:12,24.2
FARM101670,Farmer_1670,PC001,Mysuru Central,2026-01-10,16:03:00,16,5,0,34,33,40,4,Sugarcane,185.9,A,5,118.1,112.7,13.4,17:55:42,18:09:06,126.1
FARM100722,Farmer_0722,PC002,Mandya North,2026-01-26,12:18:00,12,0,1,31,28,32,2,Wheat,328.8,A,1,190.7,180.0,11.3,15:18:00,15:29:18,191.3
FARM100734,Farmer_0734,PC001,Mysuru Central,2026-04-05,12:22:00,12,6,1,40,35,38,3,Groundnut,260.2,C,1,194.0,180.0,16.1,15:22:00,15:38:06,196.1
FARM100778,Farmer_0778,PC001,Mysuru Central,2026-04-05,11:02:00,11,6,1,20,19,23,4,Tur Dal,460.4,A,5,59.8,66.0,11.7,12:08:00,12:19:42,77.7
FARM100519,Farmer_0519,PC005,Bengaluru Rural,2026-03-10,08:22:00,8,1,0,40,35,39,5,Tur Dal,411.9,C,4,86.5,86.5,13.8,09:48:30,10:02:18,100.3
FARM100335,Farmer_0335,PC005,Bengaluru Rural,2026-03-23,08:20:00,8,0,0,12,10,12,6,Cotton,330.6,A,1,15.2,16.4,12.1,08:36:24,08:48:30,28.5
FARM100846,Farmer_0846,PC001,Mysuru Central,2026-04-09,14:19:00,14,3,0,40,37,40,3,Wheat,264.5,B,7,73.4,77.8,6.0,15:36:48,15:42:48,83.8
FARM101252,Farmer_1252,PC003,Hassan Market,2026-02-18,09:23:00,9,2,0,40,37,42,5,Maize,365.0,C,8,76.8,69.8,10.4,10:32:48,10:43:12,80.2
FARM101053,Farmer_1053,PC003,Hassan Market,2026-02-22,08:53:00,8,6,0,40,35,36,4,Cotton,401.4,B,2,134.8,144.2,17.8,11:17:12,11:35:00,162.0
FARM101924,Farmer_1924,PC004,Tumakuru Main,2026-03-30,12:32:00,12,0,1,22,18,24,4,Wheat,436.2,C,3,75.6,82.8,15.2,13:54:48,14:10:00,98.0
FARM100016,Farmer_0016,PC003,Hassan Market,2026-04-29,16:10:00,16,2,0,8,7,11,4,Rice,145.2,C,10,15.5,16.1,10.2,16:26:06,16:36:18,26.3
FARM100708,Farmer_0708,PC004,Tumakuru Main,2026-03-31,12:16:00,12,1,1,21,18,23,4,Maize,272.5,C,6,76.8,72.4,12.7,13:28:24,13:41:06,85.1
FARM100901,Farmer_0901,PC004,Tumakuru Main,2026-04-26,16:28:00,16,6,0,31,30,34,2,Tur Dal,228.4,A,10,117.7,127.6,7.9,18:35:36,18:43:30,135.5
FARM101980,Farmer_1980,PC005,Bengaluru Rural,2026-02-19,08:50:00,8,3,0,45,41,45,5,Wheat,409.7,C,2,98.5,101.2,13.9,10:31:12,10:45:06,115.1
FARM101573,Farmer_1573,PC005,Bengaluru Rural,2026-04-21,12:03:00,12,1,1,12,10,12,4,Rice,259.1,A,6,26.2,26.8,7.6,12:29:48,12:37:24,34.4
FARM100904,Farmer_0904,PC002,Mandya North,2026-03-24,16:19:00,16,1,0,41,36,43,2,Wheat,100.2,B,8,162.6,157.5,8.1,18:56:30,19:04:36,165.6
